2128	2317	1
2097	2401	1
2125	2344	1
2101	2389	1
2179	2381	1
2071	2335	1
2166	2320	1
2128	2367	1
2105	2314	1
2084	2350	1
1986	2354	1
2052	2367	1
2053	2320	1
2065	2407	1
2113	2464	1
2101	2436	1
2054	2375	1
2092	2314	1
2065	2431	1
2171	2353	1
2166	2393	1
2103	2297	1
2124	2393	1
2157	2279	1
1996	2395	1
1983	2395	1
2105	2305	1
2200	2407	1
2097	2424	1
2046	2287	1
2188	2380	1
2029	2390	1
2116	2449	1
1970	2355	1
2186	2306	1
2099	2455	1
2062	2348	1
2237	2386	1
2089	2408	1
2047	2352	1
3195	2080	2
3177	2193	2
3160	2135	2
3210	2213	2
3271	2151	2
3215	2131	2
3282	2071	2
3256	2184	2
3175	2171	2
3196	2104	2
3320	2197	2
3272	2205	2
3254	2145	2
3209	2099	2
3174	2048	2
3288	2151	2
3235	2019	2
3141	2198	2
3256	2093	2
3244	2159	2
3170	2097	2
3288	2219	2
3270	2129	2
3206	2055	2
3143	2079	2
3219	2226	2
3200	2259	2
3178	2132	2
3259	2163	2
3259	2182	2
3168	2045	2
3150	2163	2
3184	2129	2
3295	2108	2
3137	2181	2
3186	2246	2
3162	2240	2
3238	2129	2
3197	2051	2
3208	2191	2
3161	2092	2
3180	2122	2
3087	2482	3
3174	2492	3
3408	2718	3
3030	2605	3
3216	2426	3
3223	2413	3
3300	2624	3
3262	2581	3
3182	2513	3
3270	2744	3
3077	2677	3
3212	2574	3
3189	2484	3
3221	2381	3
3083	2625	3
3151	2669	3
3100	2505	3
3146	2773	3
3128	2664	3
3203	2514	3
3235	2591	3
3229	2661	3
3259	2554	3
3126	2659	3
3193	2439	3
3353	2476	3
3373	2779	3
3306	2452	3
3408	2526	3
3234	2522	3
3189	2675	3
3185	2509	3
3423	2656	3
3278	2540	3
3252	2688	3
3002	2612	3
3251	2423	3
3264	2463	3
3331	2599	3
3221	2648	3
1784	2217	4
1790	2237	4
1952	2269	4
1751	2062	4
1869	2121	4
1877	1963	4
1920	2219	4
1728	2189	4
1924	2175	4
1797	2110	4
1872	2060	4
1697	2140	4
1894	2205	4
1876	2093	4
1865	2071	4
2086	2012	4
1842	2074	4
1807	1904	4
1908	2055	4
1792	2135	4
1869	2076	4
1651	2180	4
1861	2058	4
1827	2088	4
1816	2299	4
1917	2158	4
1929	2154	4
1962	2209	4
1991	2163	4
1883	2307	4
1953	2128	4
2046	2201	4
1944	2208	4
2017	2081	4
1772	2072	4
1869	2020	4
1858	2207	4
1919	2204	4
1794	2522	5
1864	2489	5
1786	2612	5
1923	2591	5
1799	2402	5
1892	2715	5
1817	2605	5
1953	2584	5
1782	2631	5
1888	2631	5
1660	2511	5
1815	2560	5
1884	2595	5
1829	2540	5
1823	2643	5
1913	2475	5
1770	2710	5
1816	2512	5
1790	2510	5
1921	2627	5
1940	2575	5
1850	2531	5
1878	2615	5
1907	2543	5
1796	2510	5
1884	2567	5
2073	2484	5
1854	2546	5
1982	2557	5
1967	2568	5
1729	2415	5
1737	2670	5
1762	2744	5
1799	2567	5
1827	2608	5
1771	2576	5
1837	2568	5
1898	2441	5
1978	2636	5
1847	2440	5
