3423	2656	1
3408	2718	1
3408	2526	1
3373	2779	1
3353	2476	1
3331	2599	1
3320	2197	1
3306	2452	1
3300	2624	1
3295	2108	1
3288	2151	1
3288	2219	1
3282	2071	1
3278	2540	1
3272	2205	1
3271	2151	1
3270	2129	1
3270	2744	1
3264	2463	1
3262	2581	1
3259	2163	1
3259	2182	1
3259	2554	1
3256	2184	1
3256	2093	1
3254	2145	1
3252	2688	1
3251	2423	1
3244	2159	1
3238	2129	1
3235	2019	1
3235	2591	1
3234	2522	1
3229	2661	1
3223	2413	1
3221	2381	1
3221	2648	1
3219	2226	1
3216	2426	1
3215	2131	1
3212	2574	2
3210	2213	2
3209	2099	2
3208	2191	2
3206	2055	2
3203	2514	2
3200	2259	2
3197	2051	2
3196	2104	2
3195	2080	2
3193	2439	2
3189	2484	2
3189	2675	2
3186	2246	2
3185	2509	2
3184	2129	2
3182	2513	2
3180	2122	2
3178	2132	2
3177	2193	2
3175	2171	2
3174	2048	2
3174	2492	2
3170	2097	2
3168	2045	2
3162	2240	2
3161	2092	2
3160	2135	2
3151	2669	2
3150	2163	2
3146	2773	2
3143	2079	2
3141	2198	2
3137	2181	2
3128	2664	2
3126	2659	2
3100	2505	2
3087	2482	2
3083	2625	2
3077	2677	2
3030	2605	2
3002	2612	2
2237	2386	3
2200	2407	3
2188	2380	3
2186	2306	3
2179	2381	3
2171	2353	3
2166	2320	3
2166	2393	3
2157	2279	3
2128	2317	3
2128	2367	3
2125	2344	3
2124	2393	3
2116	2449	3
2113	2464	3
2105	2314	3
2105	2305	3
2103	2297	3
2101	2389	3
2101	2436	3
2099	2455	3
2097	2401	3
2097	2424	3
2092	2314	3
2089	2408	3
2086	2012	3
2084	2350	3
2073	2484	3
2071	2335	3
2065	2407	3
2065	2431	3
2062	2348	3
2054	2375	3
2053	2320	3
2052	2367	3
2047	2352	3
2046	2287	3
2046	2201	3
2029	2390	3
2017	2081	3
1996	2395	4
1991	2163	4
1986	2354	4
1983	2395	4
1982	2557	4
1978	2636	4
1970	2355	4
1967	2568	4
1962	2209	4
1953	2128	4
1953	2584	4
1952	2269	4
1944	2208	4
1940	2575	4
1929	2154	4
1924	2175	4
1923	2591	4
1921	2627	4
1920	2219	4
1919	2204	4
1917	2158	4
1913	2475	4
1908	2055	4
1907	2543	4
1898	2441	4
1894	2205	4
1892	2715	4
1888	2631	4
1884	2595	4
1884	2567	4
1883	2307	4
1878	2615	4
1877	1963	4
1876	2093	4
1872	2060	4
1869	2121	4
1869	2076	4
1869	2020	4
1865	2071	4
1864	2489	4
1861	2058	4
1858	2207	4
1854	2546	4
1850	2531	4
1847	2440	4
1842	2074	4
1837	2568	4
1829	2540	4
1827	2088	4
1827	2608	4
1823	2643	4
1817	2605	4
1816	2299	4
1816	2512	4
1815	2560	4
1807	1904	4
1799	2402	4
1799	2567	4
1797	2110	4
1796	2510	4
1794	2522	4
1792	2135	4
1790	2237	4
1790	2510	4
1786	2612	4
1784	2217	4
1782	2631	4
1772	2072	4
1771	2576	4
1770	2710	4
1762	2744	4
1751	2062	4
1737	2670	4
1729	2415	4
1728	2189	4
1697	2140	4
1660	2511	4
1651	2180	4
